narcissism,gender,age
11,female,17
5,female,43
7,female,57
16,male,35
8,male,17
7,female,57
11,female,52
4,male,45
3,male,41
11,male,21
36,female,18
17,female,27
13,male,20
24,male,20
9,female,27
12,male,59
20,male,36
15,female,28
16,male,52
16,male,29
6,male,46
27,female,33
17,female,44
31,male,28
21,male,25
26,female,41
17,female,42
13,male,38
27,female,34
23,male,22
21,male,34
11,female,19
8,female,25
14,female,18
12,male,28
10,male,52
37,female,48
33,female,27
32,male,31
16,male,26
20,male,18
2,female,42
7,male,50
11,male,20
10,male,27
7,female,16
10,female,32
34,male,28
21,male,40
26,female,20
8,female,29
9,male,44
11,female,51
3,female,30
6,male,22
6,female,26
12,male,37
8,female,35
26,male,32
8,male,27
27,male,47
9,male,32
14,male,35
3,male,29
3,male,27
15,male,21
14,male,35
22,male,22
9,female,51
5,female,28
17,male,33
5,male,21
16,male,26
28,male,35
12,male,53
18,male,30
13,male,33
23,male,24
13,female,25
4,male,36
4,female,30
16,male,32
7,female,34
6,male,22
14,female,16
30,female,20
11,female,22
25,female,24
11,male,54
6,male,46
11,male,29
28,female,39
26,male,37
12,female,34
12,male,21
15,female,54
14,female,25
15,male,44
14,male,18
5,female,22
16,male,29
32,male,19
16,female,21
14,male,30
21,male,44
15,male,22
25,female,23
30,male,27
6,male,30
13,male,32
9,female,57
16,male,25
8,female,40
1,male,23
9,female,15
11,male,47
21,male,32
9,male,23
9,female,34
14,male,41
7,male,51
16,male,26
7,male,32
16,male,17
22,male,29
8,female,53
3,male,28
20,female,38
3,male,35
10,female,49
11,male,25
24,male,25
22,male,28
9,male,28
15,male,47
6,male,54
31,male,33
18,female,34
26,male,26
12,male,35
11,female,33
12,female,27
11,female,28
21,male,19
2,female,47
19,female,37
24,male,24
17,male,23
18,male,21
17,female,20
19,male,40
2,female,50
16,female,27
3,male,30
28,female,21
13,female,22
18,female,20
21,female,20
13,male,32
11,male,15
11,female,55
8,female,27
17,male,36
12,female,28
12,female,41
15,male,30
18,female,45
12,male,41
5,female,34
9,female,23
34,female,20
4,male,26
11,male,31
14,female,39
14,male,30
23,male,22
7,male,29
24,female,23
20,male,24
18,male,20
4,female,33
9,male,23
26,male,21
19,male,26
30,female,32
33,male,23
1,male,39
32,male,30
16,female,24
9,male,45
10,male,23
11,male,29
2,female,40
7,female,24
7,male,24
13,male,45
12,female,39
7,male,34
19,male,22
31,female,34
4,male,34
4,male,32
9,male,23
19,male,25
6,male,40
8,male,39
12,male,41
28,male,21
15,male,53
34,female,20
4,male,56
5,female,25
11,male,35
17,female,29
11,male,24
13,male,51
8,male,41
30,male,39
11,male,50
3,female,21
11,female,34
15,female,19
6,male,52
24,male,41
34,male,29
10,female,58
34,male,30
13,male,35
3,female,34
15,male,26
6,male,20
31,male,18
5,male,51
3,female,41
21,female,46
10,male,31
28,female,26
10,male,25
11,male,29
19,male,18
11,male,57
40,female,37
10,male,43
12,female,30
10,female,26
36,female,29
8,male,59
17,male,39
20,male,23
14,male,21
18,male,26
20,male,42
11,female,42
17,female,35
10,female,52
5,female,35
12,male,32
14,female,27
2,female,36
17,male,24
22,male,44
22,female,19
8,male,30
7,male,19
27,male,20
9,male,49
12,female,49
23,male,46
12,male,17
8,female,39
11,male,23
3,male,30
4,male,44
14,male,21
21,female,19
12,male,44
9,male,50
10,female,34
16,male,33
12,male,27
10,female,19
22,male,21
17,male,25
13,male,44
16,male,40
0,female,58
20,male,21
2,female,54
24,male,49
23,male,26
24,male,30
7,female,32
4,male,40
20,female,16
9,female,19
14,male,30
32,male,38
22,male,42
6,male,25
6,female,34
7,male,53
9,female,22
6,male,22
11,female,29
3,female,41
27,male,27
10,female,26
6,male,32
18,female,37
9,male,39
26,male,22
12,male,48
6,male,21
7,male,32
4,female,29
15,male,28
14,male,33
15,male,48
21,male,41
11,male,29
14,female,28
27,female,20
13,male,38
1,male,31
35,male,47
7,female,50
24,male,45
20,male,42
15,female,42
9,male,39
5,male,26
5,female,33
9,male,43
23,male,24
33,female,37
17,male,33
20,male,43
32,male,40
3,female,57
11,female,22
7,female,38
13,male,33
1,female,41
18,male,23
22,male,29
16,male,36
15,male,33
1,female,27
38,male,21
21,male,28
7,male,20
29,male,26
19,male,29
16,female,38
13,male,39
12,male,51
4,male,22
20,male,18
7,female,54
10,female,34
8,male,30
14,female,27
12,female,23
22,female,21
0,female,58
10,male,33
9,male,25
28,male,36
4,male,48
35,male,23
10,female,31
18,male,26
5,female,27
14,female,26
4,female,37
24,female,33
11,female,49
10,male,22
25,male,22
26,male,21
16,female,20
23,female,23
11,male,43
7,female,46
9,male,23
29,female,29
8,male,29
14,male,30
9,male,23
25,male,26
24,male,32
14,male,19
8,female,19
23,male,21
12,male,30
4,female,25
14,male,18
31,male,27
14,male,33
26,male,24
5,female,35
12,male,36
21,female,39
12,male,42
24,male,40
3,female,34
35,female,20
19,female,26
16,male,19
7,female,22
13,female,41
12,male,56
20,male,35
9,male,35
24,male,33
13,male,25
13,female,32
12,male,42
12,female,21
3,female,21
6,male,25
9,male,58
16,male,32
23,female,25
32,female,37
5,male,31
2,male,31
4,male,48
3,female,17
18,male,20
10,male,39
17,male,37
4,female,25
12,male,22
16,male,18
31,male,42
8,female,34
10,male,38
12,male,44
6,male,21
3,male,23
34,male,32
10,female,28
9,male,25
19,female,24
1,female,25
3,male,22
6,female,25
4,male,48
10,female,52
3,female,54
6,female,51
27,male,30
6,female,17
24,male,55
11,female,28
15,female,42
10,female,34
7,male,29
19,male,26
16,male,46
9,male,27
3,female,34
20,male,29
6,female,23
14,male,23
14,female,45
15,female,39
13,female,24
23,female,24
12,female,39
19,female,38
15,female,36
13,male,23
9,male,50
9,male,42
11,male,51
25,female,47
12,male,50
8,female,39
7,male,40
26,male,19
13,female,28
4,male,34
17,male,23
13,female,24
26,male,28
30,male,42
1,female,58
8,female,21
9,male,33
19,male,40
11,female,36
13,male,27
19,female,27
13,male,21
10,female,40
9,female,35
30,female,18
14,male,24
4,female,31
28,male,17
20,male,23
6,male,21
9,male,32
32,female,18
17,female,39
9,female,29
28,female,28
1,male,20
23,male,20
12,male,21
18,male,21
11,male,46
8,female,46
6,female,24
11,male,58
32,male,45
40,female,45
31,female,43
14,female,19
7,male,46
15,male,18
2,female,54
30,male,21
13,female,31
32,female,18
26,male,23
31,female,44
24,male,31
3,male,41
14,male,24
12,male,42
8,female,42
5,male,29
9,female,16
7,male,37
7,female,26
8,male,53
8,male,19
3,male,36
9,male,29
12,male,43
1,female,27
17,male,23
13,female,29
25,male,33
11,male,28
15,male,27
31,female,18
24,male,48
22,male,28
30,male,59
14,male,21
26,female,25
2,female,34
4,female,39
18,male,27
22,male,18
18,male,23
11,male,27
11,male,28
37,male,52
4,male,40
13,female,15
14,male,30
14,male,21
9,male,39
15,female,50
11,male,30
3,female,40
27,female,32
20,female,35
5,male,22
30,female,32
18,female,20
11,male,39
9,female,28
29,male,26
33,male,24
17,male,36
23,male,30
26,female,27
13,female,41
8,female,50
26,male,33
23,male,21
17,female,31
6,male,22
12,male,58
7,female,59
30,male,19
14,male,26
12,male,27
12,male,19
11,male,45
18,female,48
6,female,47
27,male,20
15,male,26
27,male,19
3,female,44
8,female,55
15,female,31
1,female,27
4,female,56
20,female,33
21,female,28
8,female,18
5,male,34
4,male,25
15,female,24
5,female,25
6,male,25
15,female,20
2,female,33
6,male,22
2,female,43
12,male,21
26,male,20
8,female,47
11,female,42
15,male,25
20,female,22
6,female,50
6,male,52
13,male,50
32,male,45
9,male,27
11,male,19
13,female,52
17,male,24
16,female,21
24,female,18
10,male,20
20,female,33
2,male,23
24,female,47
6,male,54
21,female,26
26,male,24
16,male,24
18,male,27
13,male,35
5,female,45
12,male,26
11,female,33
10,male,18
23,male,21
5,female,46
6,male,16
14,male,57
20,female,21
24,female,17
15,male,33
28,female,19
2,male,30
21,male,19
15,male,19
4,female,38
6,male,23
28,female,22
10,female,27
34,male,19
16,female,55
6,male,39
5,male,35
24,male,31
6,female,26
11,female,26
10,female,22
6,male,31
14,male,18
5,male,25
8,female,20
18,female,26
11,female,32
26,male,46
2,male,47
16,male,21
36,female,23
5,female,53
5,male,32
14,male,22
13,female,38
15,male,28
40,male,39
22,male,17
10,male,48
34,female,30
7,male,18
7,male,19
9,male,19
12,male,18
25,male,33
16,male,17
3,male,18
4,male,57
28,female,39
12,female,46
37,male,56
14,female,36
24,male,23
2,female,50
11,female,32
1,female,51
2,male,53
12,male,23
9,male,21
15,female,21
10,female,16
31,male,50
7,female,22
21,male,24
3,male,24
23,female,49
17,female,25
20,female,16
11,female,35
14,male,42
18,male,39
10,female,20
13,female,47
16,male,42
14,female,30
10,male,22
8,female,44
21,female,30
3,male,40
10,male,30
32,female,48
21,female,52
12,male,51
13,male,23
5,female,58
22,female,33
4,female,58
4,female,18
5,female,19
16,male,38
10,male,31
7,male,36
9,female,26
6,male,32
21,female,35
11,female,30
26,male,18
8,female,34
31,male,33
8,female,31
5,female,42
17,male,23
5,female,36
1,male,49
6,male,38
12,male,44
33,male,15
19,male,33
6,female,54
38,female,27
3,female,25
4,female,39
37,male,40
3,female,30
14,male,29
19,male,32
15,male,18
8,male,40
11,female,46
14,female,31
10,female,25
18,male,38
8,female,22
15,male,55
0,male,22
33,male,55
18,male,23
21,male,29
12,female,50
8,male,21
11,female,35
4,male,51
7,female,48
4,female,25
10,female,23
25,female,30
3,male,22
4,female,33
6,female,35
9,male,31
26,female,20
26,male,44
11,male,58
6,female,39
12,male,28
23,female,21
9,male,27
19,male,23
6,male,32
6,male,37
9,male,27
33,female,39
22,male,28
17,male,45
20,male,20
33,male,24
15,male,34
17,female,20
12,male,20
5,female,52
12,female,47
24,male,26
9,male,24
4,female,37
14,female,40
30,male,31
15,male,38
14,male,26
26,male,53
23,male,48
1,female,27
8,female,50
16,male,22
11,female,29
39,male,45
27,female,30
17,male,25
5,female,15
14,male,36
12,male,31
7,female,36
11,male,49
15,male,24
29,male,27
27,male,17
4,male,30
11,female,40
8,female,33
16,male,23
23,female,35
3,male,31
9,female,29
0,male,44
10,female,23
9,male,20
5,female,35
20,male,25
3,male,32
25,male,29
22,female,27
7,male,32
23,female,41
17,male,19
8,female,28
26,male,36
12,male,51
31,female,33
12,female,24
3,male,22
14,male,50
6,male,29
5,male,54
6,female,26
23,male,23
2,male,38
3,male,46
6,male,33
10,male,35
11,female,43
37,female,34
19,male,25
4,male,25
18,male,31
6,male,30
6,female,45
25,male,29
24,male,25
22,male,22
28,male,22
5,male,58
26,male,49
15,male,17
17,male,25
12,female,32
2,female,27
11,female,32
12,male,43
21,male,22
22,male,20
6,male,32
15,male,29
1,male,55
34,male,25
14,female,15
3,male,32
38,male,28
33,male,44
13,male,26
22,male,35
10,female,31
5,female,25
4,female,36
3,male,36
33,female,43
3,female,40
11,male,48
4,male,30
7,male,24
3,female,34
17,female,35
15,female,32
4,female,17
0,male,44
6,female,40
10,male,59
4,male,29
15,female,35
17,male,16
5,male,27
15,male,29
11,male,21
1,male,28
17,female,43
25,male,26
28,female,25
2,female,39
2,female,39
12,male,51
25,male,29
13,female,17
6,male,38
3,male,33
18,male,35
14,male,36
7,female,30
9,male,25
20,female,26
21,male,32
23,male,17
17,female,30
5,male,57
30,male,17
14,female,29
3,female,54
30,male,33
4,female,43
9,male,27
21,male,24
16,female,17
25,male,21
39,male,30
15,female,36
4,male,17
4,female,50
23,male,32
17,female,27
4,male,37
12,female,33
7,male,38
22,female,22
8,male,42
26,male,18
36,male,53
18,male,38
12,male,51
3,male,41
9,male,41
17,male,27
22,male,17
10,male,47
10,male,54
6,female,26
10,male,16
20,female,29
10,male,18
13,female,32
6,male,31
31,male,34
20,male,22
3,male,52
25,female,20
22,male,20
9,male,21
10,female,56
11,female,36
26,male,21
37,female,16
13,female,17
3,female,29
12,male,28
29,male,25
16,female,38
15,male,20
3,male,41
34,male,22
16,female,26
29,female,36
17,female,40
12,male,57
7,female,44
18,male,18
24,male,20
7,male,36
6,female,30
3,male,41
28,male,27
10,male,47
30,male,18
13,male,30
3,male,26
36,male,50
14,female,45
24,male,27
11,female,42
35,male,21
11,male,34
17,male,45
11,male,30
2,male,48
9,male,29
19,male,30
2,female,20
16,female,17
9,male,41
2,male,51
16,female,19
18,male,33
32,male,38
2,male,55
14,male,32
10,female,29
6,male,54
13,male,26
16,male,28
22,female,27
26,male,43
12,female,16
20,female,45
7,male,28
11,male,17
10,male,45
38,male,16
0,female,47
1,male,45
17,female,20
21,male,34
35,male,32
9,female,31
16,female,45
8,male,44
2,male,58
4,male,30
15,male,27
6,male,52
11,male,25
9,female,34
23,male,24
2,male,49
17,female,55
12,female,42
23,male,33
6,female,40
1,female,56
5,female,59
13,female,30
5,female,40
13,male,34
6,male,22
12,male,44
11,female,58
21,male,19
18,male,23
8,male,29
5,female,42
15,female,20
6,male,26
9,male,25
10,female,23
16,male,51
1,female,36
18,female,18
22,male,35
32,male,46
18,male,22
14,male,59
3,male,31
6,female,22
22,male,29
10,female,26
20,male,29
8,male,25
8,male,27
21,male,32
5,male,53
11,male,23
14,male,41
7,male,44
12,female,58
8,male,19
15,female,21
31,female,22
21,male,42
26,male,43
23,male,29
12,female,17
12,male,37
14,male,46
9,male,45
14,female,23
0,female,25
5,female,30
9,male,23
11,male,31
21,male,30
7,female,31
21,male,36
27,female,40
12,male,49
21,male,24
7,male,21
7,male,59
0,male,23
17,male,27
12,male,33
9,female,38
27,male,25
18,female,19
9,male,47
18,male,28
7,female,40
8,male,42
10,male,19
3,female,19
31,female,43
20,female,41
12,male,52
10,female,22
25,male,17
7,male,32
24,female,19
10,male,34
16,female,23
21,female,24
7,male,22
28,female,16
4,female,55
11,male,44
13,female,16
2,female,45
34,female,46
7,female,28
13,female,28
10,female,30
19,female,29
14,male,40
22,female,28
19,male,17
13,female,19
14,male,36
3,female,44
7,female,21
12,male,28
26,male,19
12,female,29
25,male,37
33,female,22
5,male,21
14,male,29
8,male,22
27,male,32
6,female,21
0,male,32
14,female,39
9,female,32
1,female,58
3,male,19
1,female,53
4,male,20
13,male,42
25,male,36
25,female,31
7,male,39
29,female,28
11,female,24
15,female,32
15,male,20
7,female,30
23,male,52
6,female,37
16,female,23
9,female,20
15,male,29
28,male,43
0,female,47
21,male,19
25,male,18
16,male,21
11,female,33
3,male,42
16,female,27
39,female,36
25,female,20
36,male,16
20,female,30
11,male,29
13,male,50
4,female,18
8,female,19
14,male,19
26,male,24
4,female,31
3,male,44
8,male,34
1,male,15
5,male,40
7,female,19
3,male,30
21,male,21
7,female,41
17,female,58
17,female,27
8,male,34
1,male,51
6,male,27
36,male,27
2,female,51
4,male,24
17,female,34
15,male,20
9,male,52
10,female,20
14,female,41
6,female,41
16,female,29
15,female,23
12,male,19
14,male,31
4,female,19
10,female,47
9,male,58
18,male,19
40,female,39
7,male,20
9,male,52
29,female,17
10,female,20
37,female,52
6,female,49
24,female,19
26,male,21
9,female,33
23,female,19
24,female,22
3,female,47
20,male,25
7,male,49
22,male,30
16,male,24
18,male,19
12,female,38
10,female,21
8,female,19
20,male,35
25,male,30
21,male,19
16,female,31
10,female,22
23,male,29
20,male,48
5,female,42
6,female,32
20,male,28
4,male,33
18,male,46
18,male,36
11,male,29
25,male,32
7,male,34
13,female,35
11,male,35
24,male,20
6,male,46
30,female,21
5,male,31
9,female,47
13,female,41
24,male,20
10,female,30
9,female,42
8,male,28
10,female,32
24,male,27
11,female,26
10,male,35
4,male,23
2,male,27
22,male,25
7,female,30
4,female,51
10,male,30
13,male,21
28,male,42
27,male,46
8,female,17
5,male,27
9,male,31
4,male,27
11,female,18
3,male,59
8,male,30
32,male,25
13,male,49
6,female,22
8,male,26
26,male,22
10,male,26
3,female,24
12,female,18
17,male,43
12,female,38
19,female,31
11,male,47
16,male,30
14,male,24
38,male,46
10,female,30
10,female,29
16,female,23
24,female,26
24,female,52
0,female,54
11,female,22
13,female,18
1,male,19
10,female,19
6,male,37
25,male,20
10,female,22
6,female,22
5,male,23
15,male,27
10,male,28
1,female,51
19,male,59
13,female,36
8,male,53
12,female,52
13,female,28
13,female,46
40,male,27
2,female,42
13,male,40
6,male,30
22,female,47
6,female,42
13,male,21
12,female,45
1,female,44
12,male,29
0,male,27
28,male,23
25,male,41
6,female,27
0,female,30
19,male,40
6,male,27
2,male,23
5,male,25
22,female,51
6,female,47
16,male,53
8,male,44
2,female,22
19,male,48
12,male,23
16,male,19
22,female,28
15,male,45
17,male,42
2,male,58
24,female,38
7,female,29
2,female,33
10,male,33
23,male,28
11,male,53
13,male,19
14,male,17
6,male,33
19,male,20
12,female,26
20,male,16
10,male,20
23,male,28
8,male,44
12,female,48
2,male,36
7,male,34
0,male,59
10,male,31
5,male,43
3,male,47
18,female,23
8,female,34
9,male,46
14,female,16
22,male,23
8,male,50
4,male,16
2,male,54
0,male,47
20,male,34
14,male,57
4,male,36
8,female,24
16,female,17
22,female,33
3,female,42
12,male,18
5,female,52
10,male,34
40,male,43
2,female,53
32,female,23
15,male,36
4,male,38
6,female,43
9,male,27
13,male,25
10,female,50
10,male,19
18,male,22
10,male,40
8,female,51
24,male,28
29,male,58
25,male,47
11,female,58
8,male,35
7,female,52
30,male,20
5,male,31
1,female,55
21,male,24
13,female,44
7,female,39
15,female,22
10,female,21
14,female,22
11,male,18
13,female,35
16,male,38
34,male,24
8,female,33
7,female,30
11,male,23
21,male,30
9,male,19
12,male,42
9,male,25
12,male,32
8,female,40
18,male,35
10,male,44
33,male,33
6,male,23
11,male,46
11,male,38
21,male,20
13,female,36
1,male,45
39,male,36
12,male,41
17,male,21
21,male,21
17,female,22
24,female,28
17,male,30
5,male,20
22,male,27
13,female,20
19,female,17
18,female,49
4,male,34
10,male,20
9,male,39
7,female,25
5,female,35
3,female,53
7,male,22
10,female,25
13,female,21
9,female,31
13,male,52
2,male,54
1,female,47
9,male,38
24,female,18
13,male,21
17,male,25
14,male,53
14,male,21
22,male,18
25,female,20
18,male,19
12,male,22
4,female,18
26,female,18
16,female,20
8,male,18
7,female,22
6,male,54
9,female,59
17,female,18
15,male,35
12,male,25
29,male,30
11,female,31
10,male,29
5,male,16
23,male,24
17,male,29
16,male,26
19,male,40
8,male,34
1,male,43
3,female,39
8,male,27
11,male,50
21,male,18
5,female,17
32,male,34
30,male,27
10,female,37
4,male,29
7,male,51
17,male,28
12,female,22
8,male,25
32,male,33
33,male,29
9,female,27
15,female,30
18,male,27
10,male,48
11,male,40
9,male,26
11,female,26
11,female,18
10,male,19
15,male,23
6,female,19
36,female,19
9,female,19
19,female,18
4,female,31
12,male,25
19,male,29
9,male,23
7,male,28
12,female,26
7,male,21
14,female,46
18,female,18
19,male,33
23,male,27
14,male,31
10,male,21
22,male,22
17,male,18
21,female,18
11,female,22
7,male,27
36,female,27
13,female,24
14,male,41
26,female,16
11,female,18
9,male,27
6,male,15
20,male,28
28,female,24
12,female,28
16,male,27
5,male,42
13,female,28
2,female,50
10,male,25
7,male,43
14,female,31
3,male,42
18,male,23
11,female,40
23,female,22
31,male,51
20,male,22
18,male,27
6,male,41
6,female,58
16,male,35
7,male,20
3,female,33
20,male,38
24,male,30
7,male,22
11,male,26
25,female,55
1,male,49
6,female,33
15,male,25
3,female,30
31,female,26
15,male,46
23,male,32
9,female,20
13,male,27
19,male,55
30,male,27
9,female,16
9,male,42
13,female,22
2,female,43
12,male,30
5,male,21
11,male,30
17,male,26
21,male,21
3,male,26
25,male,23
38,male,39
14,male,21
0,female,59
17,male,43
9,male,38
4,female,51
3,female,32
3,male,34
13,male,33
11,male,33
12,male,54
8,male,34
24,male,19
30,male,28
13,male,54
3,female,44
7,male,40
27,male,26
8,female,33
2,male,50
8,male,36
15,male,27
7,female,49
14,male,24
17,male,18
27,female,31
30,female,55
36,male,28
14,male,37
9,female,28
12,male,32
15,male,21
1,male,18
7,male,26
4,female,49
1,male,28
14,male,22
25,male,27
23,male,27
12,female,17
3,male,45
13,female,44
6,male,34
1,female,57
4,male,30
12,male,45
9,female,52
8,female,18
13,female,19
1,male,28
3,male,58
15,male,52
9,male,32
16,male,33
4,female,48
8,male,34
11,female,40
24,male,25
6,female,20
9,male,22
4,male,20
6,female,20
6,female,21
13,male,47
13,male,37
31,male,22
17,male,25
20,male,36
9,male,29
33,female,30
10,female,36
18,female,42
13,male,41
18,male,32
4,female,43
11,female,24
13,male,57
11,male,21
23,female,39
8,female,26
13,male,25
27,female,25
9,male,24
10,male,50
17,male,36
24,male,24
11,male,39
1,female,42
2,male,26
3,male,45
14,female,34
6,female,21
35,male,18
7,male,21
23,male,20
17,male,34
30,female,48
22,female,22
13,male,29
15,male,39
21,female,26
33,male,25
11,male,48
33,male,33
4,female,49
12,male,29
13,male,28
26,male,28
13,male,31
3,female,25
12,female,20
1,male,58
34,male,18
18,male,22
0,female,46
4,female,45
1,male,45
25,male,43
17,female,31
10,male,41
17,male,31
28,male,26
1,male,25
7,male,55
29,male,49
4,male,46
29,female,16
26,male,27
4,male,28
14,female,32
21,male,34
32,male,59
11,male,51
16,female,23
37,male,18
2,female,39
25,male,35
11,male,31
11,female,23
4,male,20
28,male,20
14,male,27
10,female,19
39,male,30
26,male,34
21,male,48
34,female,32
4,male,26
32,male,31
1,male,32
15,female,20
11,male,43
21,male,22
30,female,22
9,male,23
14,female,20
19,male,19
14,male,27
2,female,28
1,male,21
13,female,20
15,male,25
9,male,18
