depression,stress,support,esteem
20.302807650197742,76.9039946076432,6.051738154462781,28.015826266893857
13.340936938779473,60.845144845205645,4.769698129795959,26.68581950101686
9.858185742501803,54.45176415685951,3.635757589563118,27.535486898426488
5.441237569126056,57.66391048853716,3.9874427638206362,37.46223647441147
18.514420468887934,64.58746041147222,3.982991286997935,23.728453502125326
11.93511035066794,51.27743410001692,2.146172471411532,27.796313370358735
13.523748087686528,58.36535184779413,3.94279564461189,29.247968974354787
12.564960079397338,45.37596513063072,4.967702381323304,14.370923977950563
19.508911721542166,53.823476152128976,4.25052320660393,15.433953571517062
0.9328477813782832,43.691266036462636,7.58429759290493,29.76890485361238
8.571263185925721,55.48919951491321,2.7230430979791596,32.15813381544399
15.37711104004098,75.35072096564039,4.549145785582585,24.662150150994385
19.78441023771856,48.543981195601376,4.454705770806798,14.396565253651318
19.311393362631083,55.151463218359034,3.714784624108753,27.63072763079196
24.0846911234648,72.68141226305481,3.583873300755839,25.18604527102757
10.834873327938592,62.05615197096982,4.685782508707346,24.8032283345091
9.00292494658685,59.49795594722865,4.475764871762344,28.853327118053123
-1.1923702361281074,52.84821742960378,5.838532233595341,36.820734978695285
15.762689248354533,74.44179708846582,3.0939394354998186,32.64841713377021
7.638538322588968,53.657068411831034,3.9157214055066567,35.16827155500538
4.589058288765514,57.30732319905275,3.495351933802166,38.017601051440266
-2.38544157455119,46.708007560551025,4.8277399321802585,30.549860291931022
2.100621250270999,49.17497770798457,4.346140774343883,24.869464698325178
21.242186618810134,62.446045524680216,3.682870784818958,26.21875457258228
15.037953468069519,62.64924979391518,3.2220561135978656,29.62568603552037
-1.020779891988848,29.631104344858173,2.1029294323800056,34.96458106789905
18.74277419634606,71.92520582153202,3.895017290587023,26.742812211726058
23.998539110349157,58.80014277640442,3.5563268264892924,15.710378411634967
17.33412602722713,74.61567040767022,4.085872358484574,29.61085659852036
12.839244336379632,66.32533261726229,3.9896395921820993,30.431839383787363
16.521971540069533,52.32244710399784,3.34589895261745,28.434763298225132
13.963885962703479,57.73642042922841,5.05126754641676,25.996395371436638
10.59366531631822,60.77752392473138,5.156368204987,35.730044729281516
