x_1,x_2,y
2.6057834330769714,A,5
1.847896531657471,A,5
2.681874471467984,B,1
0.8506144961735966,C,0
1.296382099709497,C,1
1.0218253895897118,A,2
1.376552371466677,B,2
2.6232713085005823,A,8
2.304989043875031,A,2
2.030616347353384,B,0
1.958018446414306,A,4
3.4261202226281773,B,1
1.6022038772913565,A,5
2.344785675514548,C,0
2.117556092203133,B,2
1.6927197628973218,B,2
2.0160792041011044,B,0
-0.6055686459825531,A,1
3.0075115624285607,B,1
2.1262419275200726,C,0
1.991015162552166,C,0
3.5899516521374464,B,5
1.9719433794477688,C,0
0.48768492267189045,B,0
2.0312378445512764,B,2
-0.08313902895243164,A,0
1.9836605730015064,C,1
3.313065317670504,A,12
2.530658735181861,A,2
1.2064918950743109,B,0
0.27479248538623935,C,0
2.604257381058007,B,3
0.756157189734902,A,2
1.8495674666613195,B,1
0.9633466504129662,B,2
2.966345228760834,B,1
2.7641497418732714,B,3
1.910576310760831,B,0
1.0862924278960948,C,1
0.7847688090846705,B,1
2.6474248649160668,A,6
1.410632670355616,C,1
2.828022412987997,B,1
2.227997043865197,A,8
4.258212567610599,A,10
2.104047519361148,B,2
2.3149199356526395,B,2
4.091371050372391,B,2
2.470776081272432,A,7
0.9871672457327811,B,0
2.3543129808541003,C,0
2.6751103709126083,C,0
3.1409138325033616,A,7
0.3466121468686272,C,2
2.9215045557181814,C,4
2.188989271907456,A,6
1.288264427986244,A,5
3.351823049838384,B,2
1.72746624282877,A,5
0.6822320821061463,C,1
2.8335146822921504,A,6
1.5565209029017621,B,1
1.8331561650058608,B,0
2.550219499639868,B,2
2.247869007537321,B,1
0.5102334117650236,A,1
2.9432148903358186,B,1
0.31454625439555817,B,0
0.8004656231724447,A,4
2.9874340107061697,B,1
2.0777039403017605,A,7
1.4301319809562734,C,0
1.4992253296139235,C,1
2.4339852073184653,A,8
1.0704711004847192,B,0
2.6676744173875493,B,1
1.3701545580325236,C,0
3.0122102334195118,B,1
1.9255035229485944,C,1
2.108063710316251,C,1
2.3284680924772876,B,1
0.6090959805012341,B,0
3.355177888629033,A,13
2.9583627600043054,A,10
2.738563876733329,A,12
5.459627775463876,C,4
1.6615541113515597,A,10
2.339594480487109,A,5
0.5841456438681001,A,1
1.2648197106729495,C,1
2.53400190324776,B,3
2.484560795677801,C,1
2.572514541974857,A,5
1.449362702559183,C,0
1.138827131342001,A,2
2.3319776634940843,C,1
2.90690796316625,B,3
0.5046309284743644,C,2
1.4209730281039294,C,1
3.294909298853986,B,1
0.8405826282696844,A,4
2.551350120995771,C,3
1.0181754109069159,B,0
2.779518813344609,A,6
2.720330383726293,A,8
1.3756186346135273,A,4
1.921664914653072,B,1
1.8194412020903497,C,1
3.450340493094685,C,2
0.4742015520913654,A,0
2.6147598653345647,C,1
2.1921390001192766,B,0
1.9823753480039545,A,7
1.4496827195965016,C,1
2.166041119938227,B,0
2.4958786787786478,C,1
1.5844127851042147,C,1
1.150656493934703,C,0
1.9045760129183273,B,1
2.38846847176206,B,4
0.9014987901822318,A,0
2.03961256080535,A,4
1.79413274108874,B,0
1.1993635460729166,B,0
1.097461548960228,A,3
2.4212389575960716,A,7
1.975461572939066,C,0
1.6529896468310374,C,0
3.4498529819511585,A,9
2.9176020364827293,A,12
2.2986456201206686,A,6
1.5851888370475797,C,2
2.3843006604462627,B,3
1.4979298923375841,B,0
2.478201779860819,B,0
1.1865766155479793,C,1
1.7448654266045271,A,3
1.7096841970051881,A,1
0.725447581741486,C,1
1.735192445987184,A,5
1.6567776175496265,B,3
2.249304298666883,A,2
3.242245578608001,A,7
3.4288150080722497,C,1
1.3361032014623568,C,1
3.093590867921721,B,3
0.19055273080581436,C,1
2.1505235064310746,A,7
2.0536838878395804,C,0
2.4744439161785423,B,2
0.37630051637779105,A,1
1.632158684910047,C,0
2.1950239790451076,B,0
3.1790782793415886,B,2
3.315984486407018,A,16
1.939765973142391,A,2
3.835977556686684,C,3
3.280997681499448,B,2
2.1298734001902515,C,3
3.3683655362185165,C,2
0.8202647302500501,C,0
2.122746038956849,A,7
2.7421881863287267,A,5
2.270723832602554,B,2
1.630101768086469,B,0
1.5896154528371595,C,2
1.4348931388737207,A,2
1.1054158563204033,B,0
2.3298338605392273,A,3
3.604310653136268,B,1
1.3546302469765643,C,1
0.8260569158138127,B,1
3.316239025246075,A,10
2.148200531441004,C,0
1.3508051376646877,B,0
2.2690305190921984,A,3
1.5792313256456674,A,3
2.34661729589636,B,0
1.252168197002282,A,2
2.0415457376598356,C,0
1.4768001839191398,C,1
2.199796716861997,B,0
1.5834439811635612,C,1
1.0884890997465624,A,2
1.2763796235717955,A,5
1.2288438465056903,B,0
0.37429648960939876,B,0
3.3854186150312033,C,2
2.7116970726375174,A,6
2.7318189053645727,A,5
1.0922238751414737,C,1
3.5103757050228737,A,6
3.4520430726509845,A,5
2.0830109806246813,C,1
2.134210736138387,C,0
2.501647790222173,C,1
0.3524341034016494,B,0
1.293293146770269,B,0
3.0753868451113613,C,6
0.21882546765683775,C,1
1.6244889599590908,B,2
1.524335292535078,C,3
-0.4378262925152834,C,1
2.3694878676803977,C,1
0.92893384248355,B,2
1.4457265855933703,C,1
1.2315579790583855,A,2
3.2939244981481948,C,4
-0.40607631195656335,C,0
2.5674002751187563,C,0
2.004029485907818,B,0
1.4449320905735168,C,1
1.036085083661937,B,1
2.2710846926209816,C,1
0.9276882781929248,C,2
2.597696554134873,B,0
-0.7460147364516758,B,0
1.6396543747801353,A,6
2.551038144423023,A,6
1.1933485972393203,B,1
3.296440742055619,C,1
2.717265206842954,B,0
1.3928197096069979,B,2
3.1290516932447776,A,5
2.2827911526123836,A,4
1.8779264779635296,B,1
1.2810821389942098,A,1
3.335471267195407,A,3
1.2589986963623385,C,5
1.5898075618156438,C,1
2.5268473314458944,B,1
3.070428949909905,C,3
1.2553142043958494,B,3
1.2594078062471856,C,1
1.600501970824574,A,2
0.8405171371831013,A,4
0.913027469196116,B,0
3.4023787367479668,C,1
1.5900011441327802,A,6
1.0593018116912738,C,1
1.1876505693121233,C,0
3.63712452097517,C,3
1.698028940863345,B,0
2.3460507162841098,C,1
2.182306309572095,C,0
3.0160459506884996,B,0
0.07483178178582173,B,0
0.9996169306390237,A,2
1.9057057237084538,B,1
3.3349549764499757,C,1
1.958977450691602,B,1
2.7705617588454685,B,0
0.750165058264207,A,5
1.4762050015335526,B,1
1.035583729343526,B,1
0.9050236220325074,C,0
2.0152774919885985,A,5
3.1638317679768697,C,3
1.8782610453290327,A,5
2.3135795705985887,B,0
2.903054513330022,B,1
0.5417099350842105,A,3
0.6185326661717188,A,2
4.006601655034624,A,12
1.7026954702909578,C,1
2.427404641646212,B,1
1.9498445279590702,C,1
3.544652357602157,B,0
1.542533476981309,C,0
2.171357267612203,A,2
0.4098649472784075,A,2
1.6779302365740438,C,1
2.396805301631903,A,6
2.0851848977810974,C,3
2.187582037258187,A,6
1.6772751937561439,B,0
2.4629947076453313,B,1
3.096524897286047,A,14
1.6962228838719628,A,6
3.240354469505153,A,9
1.6777710004419015,C,4
2.3119145232121134,A,4
0.46356474677521087,B,3
2.1767598019564174,A,10
1.9693879251135966,C,0
1.1688733633267878,B,0
2.8189163161559216,B,6
0.4308364565520588,C,1
1.4579276920056388,A,5
2.3758695732046275,B,0
2.557089161630349,A,8
2.5600256096899257,A,5
4.257508938875104,A,15
2.9304498669365464,C,1
-0.29711795292459797,B,0
2.5552059594409267,A,6
1.5977783258520066,B,1
3.195733058253045,C,2
1.2428554768769033,A,4
2.5103502455225652,C,0
0.8955345236756043,B,1
1.4985804756449959,C,0
2.452455658854559,A,4
2.494736053910154,C,2
2.040137042352966,C,2
3.231445907516703,A,9
2.2910131018925846,B,2
1.273634447254223,C,0
2.283129210032623,B,1
1.5807577421368382,B,0
2.990240870508141,B,1
1.4898805210998491,A,5
2.5287193619944843,C,2
2.9524628824863566,C,2
0.9948291155722881,C,1
0.41604526536217934,A,3
2.3162346362939505,A,4
0.7337807853952152,B,0
2.7795294961325605,A,7
2.439673613292434,A,3
1.4380004173562517,B,3
2.481349216917924,A,5
2.7147181747445925,B,0
1.9953971567909796,C,0
1.557440418910337,C,3
1.001925300468785,C,0
1.508666525263943,B,1
1.2747021590175103,C,1
1.395911807494282,B,0
1.2071984791315742,A,5
3.205450678511802,C,1
1.6236782569350487,B,0
2.870434667665439,A,5
0.4252158998968525,B,0
1.393678365372819,C,2
3.084038580511897,C,1
3.2653521480886614,A,8
2.281557355287591,A,4
1.8650316127745974,B,1
1.233246016944042,A,4
2.238105235670609,A,4
2.565082691937185,C,0
1.3874591759694728,B,0
0.2565155976577469,A,3
1.6129853245924992,B,3
1.0237473207860046,C,0
2.325005005827877,C,2
1.2886940686902884,B,1
2.262744959597859,B,0
-0.6242122628571267,C,0
0.7984337874342464,B,2
0.9710841706735094,B,0
2.025528214467922,C,0
2.3223383285236627,A,2
2.9880061698418134,C,2
1.5560109661146035,C,0
2.9032786466763945,C,1
3.0060280921327016,A,11
2.4757001460627044,B,2
-0.7531081330190204,C,0
1.9145558158772293,B,0
2.3523186782907635,B,0
0.5189462683428743,C,0
2.4034504486554686,C,0
2.7072066920086013,B,0
1.9450878889473875,C,1
2.518515611720495,A,4
2.307626582876381,B,1
1.2447882550490124,B,0
2.735807256666531,C,1
3.3903338451442497,B,4
2.032471385150449,C,1
1.5229770906449946,B,1
3.1589725920977,B,1
3.038953776346596,A,9
3.313503402805324,B,3
3.592659160488738,C,3
0.1734856112015133,A,1
1.1416580623329349,B,2
2.327606353922254,A,8
2.516913329407594,B,3
1.3663517554923903,A,0
2.3922577456663237,C,0
3.1423630095923123,A,9
1.098459502629812,A,3
1.566963980185065,C,1
2.1569150898776175,B,3
3.0851762507173994,C,3
2.629126927808481,C,0
3.039568496780798,A,9
2.9218168550236854,A,7
3.5859584874952106,A,11
2.32297373104918,C,1
2.9358064511403597,A,8
4.2084835939931535,A,10
2.7832105814250037,A,9
4.199317186388018,B,3
3.4423652638485516,A,21
1.174360693217869,A,1
-0.33434754569682745,C,0
2.9195839037327245,B,2
2.4076571541711482,C,4
2.5062623843604537,A,2
1.4276053033716105,A,0
0.4834115587095318,C,1
2.5933098171134494,C,1
1.9768282884700108,C,1
1.9678695549062573,C,2
3.199593605463542,A,13
2.3265720731343746,A,8
2.4885462423181197,C,2
1.7623147052372596,C,0
1.3684703145270527,C,0
1.4016134852704156,B,2
3.204614368458441,B,3
1.023377428632491,C,0
2.2692036585099578,A,3
1.2752666159151524,C,0
2.2945976948336897,B,1
2.383677878668249,B,2
1.1524573329155925,B,2
1.8866560488208597,A,7
1.5106293471451053,B,1
2.202439680911215,C,2
1.4920990525297948,B,1
3.7427521164090676,C,1
1.7716261284370038,B,1
1.9515094865097253,C,1
2.3248718357721545,A,7
3.0493035201490937,C,6
2.3096901298265533,B,2
3.4291618836290523,A,6
3.3917007845155576,B,3
2.240609335259907,C,3
1.6326555080106093,B,0
2.8185653621205993,B,4
1.9420481468101498,B,3
0.9758021455983044,B,0
1.283995880434781,A,3
1.891416195314839,B,0
1.9126880283853886,C,1
3.9705447390906548,A,13
2.3284648015176987,A,7
2.455838690618299,B,3
0.4319701091733472,B,1
1.795013498263123,C,1
5.113935768361541,B,4
1.8953385674194134,B,0
0.4299837143430658,B,1
1.3272648542101848,B,2
1.162255040697299,B,0
1.6702544516144735,C,0
3.9113170337729555,A,8
0.8249065548291341,A,1
2.9721074333191613,C,1
1.5055280997269267,A,1
2.8074207654612033,B,3
3.4168725749534623,C,1
1.7342013930489428,B,0
1.2114959052642378,C,2
4.697292796166872,C,8
0.630326028600096,B,1
2.4429902989434447,C,2
1.5560540608251292,A,5
2.3868923265152957,C,0
1.3986195410791147,B,0
3.403155384757544,B,2
0.338311634034266,B,1
0.6111918757905619,A,2
0.48572136788442855,C,0
2.3322911477671817,B,2
1.0040704116861527,B,1
1.2113170375248135,B,2
2.5499289514454246,C,2
1.3154780882713104,A,1
1.9335516027177413,B,1
1.2174229669514967,C,0
2.221973841432396,C,1
1.6409887239983858,C,0
1.2603403628769945,A,1
2.1200403496295266,C,0
1.9237329644420351,A,2
-0.14827193106000758,A,3
2.003600987893062,A,7
2.608549931973063,B,1
1.7386100063741599,A,5
2.3045502867172516,B,0
2.9942004391725545,C,1
1.1551086792735124,B,0
3.9030212208500186,C,0
1.3019171164329268,C,2
2.6592199328128556,B,1
3.527598318601754,C,1
1.7950691090756783,B,0
1.5932381920669185,A,2
3.2824960481567267,B,1
1.0090454421202475,C,0
3.8091831381277537,B,2
1.3303922441040386,A,0
0.3266520051144759,A,1
0.8332977797839198,A,0
2.1718844941894497,C,0
0.9746784713768308,C,0
2.3556542358522496,A,4
1.317769274214675,B,2
1.8660052571861951,C,0
2.714661427530172,C,3
0.7185400258644994,C,1
1.4449518639080767,B,2
3.1966888828473374,C,2
0.9527412374979003,A,3
0.23737091429688784,A,3
0.4242952593844822,A,1
1.6449875292743328,B,2
1.5731016882709916,A,4
3.4222056971438284,C,2
2.216435024260887,C,0
0.3400286590799,B,0
2.8066102607987062,A,4
0.995619454069429,B,0
2.071394353557332,C,0
3.2735409675873104,A,7
-0.32840025021385344,A,0
1.3850685379506038,A,3
1.5317429897005859,A,4
2.3114406491622015,A,4
2.1788988491711314,B,1
2.61160184887225,A,3
2.066337468394146,C,1
3.561373163561718,B,0
2.5674694442686814,C,1
3.0771227713718914,C,2
1.9165035472400413,A,2
0.6866574629527158,B,0
0.6074704860764653,B,0
1.4205316614463395,C,0
1.4482867425716095,A,1
0.7785558058815181,A,1
3.1792974390513904,B,2
2.5652936011157355,A,4
1.7319679647511572,A,8
2.0420547388697816,C,1
1.266326710065147,C,1
2.358631999867334,C,0
3.7340859844286842,B,0
0.7639724176137306,B,2
1.4401068405321016,A,3
1.8848579977436033,A,3
2.3688551898173222,C,0
0.3957333249975752,A,2
0.955829585477942,B,1
2.4206282105896246,A,7
1.4640652170850896,C,3
1.314485685452903,A,2
2.867531729362205,A,4
1.756601479109858,A,1
0.014529947252574837,C,0
1.3678470674438818,B,0
3.7626534438529022,C,3
2.7034779830200364,C,2
0.7191117248123853,C,0
1.6549103171239319,C,1
0.7910913416665151,B,2
1.0987858758950888,B,0
1.9417227656869442,C,1
2.340364156067205,B,2
2.9023585539993046,B,1
2.8974944440059023,A,12
0.8667362934517049,C,0
2.5857640612604404,B,1
0.5532150137885963,A,3
1.6323836327894425,B,0
1.5820902496819411,C,0
1.8085637055481254,A,6
2.459752754314551,A,9
3.367356138026195,C,1
2.5591871823455064,B,0
3.0305619328441584,B,2
2.5107926877429194,A,7
2.8274615812067703,A,10
2.2354381355408126,B,2
2.9633222851647707,A,10
3.15564292949622,A,13
1.2470947076830297,C,2
1.82366667740221,C,0
3.0341352807271122,A,7
0.9138032976229651,A,2
1.2112758853407626,A,2
2.5968536835121507,C,4
3.1094091991641637,C,2
1.25946430187651,C,1
0.4869177494007211,B,0
2.061956204578447,A,3
2.583469117995806,B,2
2.7884917832344316,A,6
2.7935119043502334,A,4
2.9393146966490926,B,3
2.001367933474143,A,6
1.7324848500222052,B,1
2.36910823438652,A,3
3.600783901128797,B,3
2.7804606524655204,C,1
2.0154961527563775,A,9
3.516123526930594,B,3
0.38412739768730986,B,0
2.5261033757582907,A,9
1.9515228616044413,B,0
0.9560504570658486,B,0
2.5826407389057184,C,3
2.315856425264684,B,1
3.261682980704529,B,3
2.4704015647961475,A,6
4.20759847729216,B,1
3.4241052591893437,C,1
0.4494929325338153,A,2
1.9008627707940486,B,0
1.906343774547776,A,3
1.8332420518262607,C,1
4.767609331297166,A,19
1.5668713509725367,C,0
2.93585248877065,A,6
1.523288561596063,B,1
1.7335785837343982,A,2
3.520947779566273,A,19
3.4657732698571166,C,4
5.003726213127173,C,10
1.7550255746488943,A,6
2.5222266344345807,A,9
1.3034717785336154,C,0
2.5503702545027904,C,4
3.0717071918535632,C,2
1.311359318507433,C,2
1.2225867472962912,B,1
3.473147649362301,B,1
2.598690060174378,B,1
2.8778734777245676,C,1
3.627265250799124,C,1
2.4162619720476006,C,1
2.188387175022733,A,6
2.1114583772660165,B,1
1.4528280156694282,A,9
1.4705980973486197,B,1
1.16142042378933,B,1
2.3170745345390085,B,0
1.4794714131682354,C,0
0.7667172377285911,B,0
2.2130253480349813,B,1
1.9692995337472692,C,0
3.1684582275609814,B,2
-0.12201208398076036,A,2
2.9421609719751474,B,1
3.420379410510844,A,14
2.610682754848,A,6
2.8327911755975133,C,2
0.5135993780584143,A,2
-0.11987960129944808,B,0
3.0030585906319476,B,2
2.7689393109304117,C,0
2.605456622586794,B,0
3.6593434835290997,A,12
0.46242523436675675,C,1
1.732756937684674,C,1
1.590617929982284,A,2
2.4742418477009678,B,1
2.388009621706895,C,0
1.1600760914056365,A,3
4.160609245534236,A,18
2.9153078321934065,A,5
3.1885417696049694,C,3
1.617693022826002,B,1
4.721987037649152,A,21
1.288295273534893,B,1
2.02889556549947,B,0
1.394759432553307,C,1
0.6233599716667482,C,1
2.234497032077962,A,5
-0.5813675758986045,C,0
1.3136155355853218,C,1
1.610140156455994,A,3
2.624828242922155,A,7
2.3348640743337223,C,1
2.5486092778474063,C,2
1.29596615289293,B,0
1.909738255292926,C,2
1.1015648601599533,B,1
2.06607433902996,C,2
2.3972820849082495,A,3
2.7601516292968205,B,4
2.296878649900022,B,0
2.858664322788514,C,0
2.3651112120133924,C,0
0.7512988720691831,B,1
3.9405390564323444,B,3
2.1836330529728096,B,1
0.9936087527500461,A,4
3.106944753821864,A,9
4.095493281847681,B,1
1.4931438257923082,A,2
1.8951958897962187,A,3
1.809160574412401,C,0
1.7293754501741883,B,1
1.4108578916606533,A,1
1.932309158038786,B,3
1.876990974354137,C,0
2.8674431517674863,B,2
0.09837849596278869,A,0
2.632833947777293,C,3
1.284890012791599,A,2
1.6176369182012018,B,3
1.9775921057295711,B,1
2.671086058944808,C,1
1.9560498993900646,B,1
2.273480643325284,B,1
1.2570818208152117,C,0
1.291693830128486,A,3
1.8494091682209515,C,1
1.315936003918781,C,1
1.9610455116756298,A,4
3.4195490436083857,C,0
1.9772490987737008,B,2
1.3813978893305081,C,1
1.7905375521568445,B,1
1.3439581194836023,C,1
2.306410964753048,B,1
2.4182060500520133,B,2
2.698545702903688,C,1
2.8453301254794914,C,1
1.958376231150486,B,2
1.8460177441086347,A,7
1.7239983159937642,A,4
3.020028685394215,C,0
3.6356620251358933,C,6
3.1644309874182692,B,4
1.1085578192390746,C,1
2.1484474325964684,C,0
3.438157945030982,C,5
2.5437484819830334,A,5
1.2022616542511788,A,5
2.395379835878017,A,2
1.6385295073517927,C,1
2.009660457335116,A,6
1.4972228717753095,C,3
1.7837679260215804,A,5
2.3376636044783154,A,6
1.4358934232322649,B,1
2.93174347649547,C,2
